곽재성,DBPIA,Kyung Hee University Graduate School of Pan-Pacific International Studies
곽재현,KCI,계명대학교
곽재현,DBPIA,계명대학교 관광경영학과
곽주연,DBPIA,연세대학교 일반대학원 사회복지정책협동과정
곽진,SCIENCEON,아주대학교 사이버보안학과
곽진,KCI,아주대학교
곽태기,DBPIA,세종대학교 패션디자인학과
곽혜빈,DBPIA,동국대학교 도시설계연구실
교아준,KCI,중국 상해대학 법학원
구갑우,DBPIA,북한대학원대학교
구강희,NTIS,충남대학교
구강희,NTIS,한국과학기술원
구강희,DBPIA,한국과학기술원
구경모,DBPIA,동의대학교 무역유통학부 유통물류학과
구경완,DBPIA,호서대학교 자동차ICT공학과
구교진,DBPIA,서울시립대학교 건축공학과
구기원,DBPIA,광주과학기술원
구덕회,KCI,서울교육대학교
구덕회,DBPIA,서울교육대학교 초등교육연구원
구명완,DBPIA,서강대학교 컴퓨터공학과
구본권,DBPIA,KISO저널
구본하,DBPIA,동국대학교 경영대학
구소연,DBPIA,경희대학교 평화복지대학원
구영완,DBPIA,충북대학교 경제학과
구원용,DBPIA,이마이닝
구원철,DBPIA,인하대학교 조선해양공학과
구유리,DBPIA,홍익대학교 디자인콘텐츠대학원
구윤모,DBPIA,
구윤모,DBPIA,부산연구원
구자승,DBPIA,한국원자력연구원
구종우,DBPIA,KRIS
구철모,DBPIA,경희대학교 컨벤션경영학과
구춘권,DBPIA,영남대학교 정치외교학과
국미애,DBPIA,서울시여성가족재단 여성정책실
권건우,NTIS,홍익대학교
권광현,KCI,창원대학교
권광현,DBPIA,창원대학교 회계학과
권구순,DBPIA,서울사이버대학교 미래융합인재학부
권기민,DBPIA,포항공과대학교 산업경영공학과
권기범,KCI,서강대학교
권기범,DBPIA,
권기혁,DBPIA,서울시립대 건축공학과
권기현,NTIS,경기대학교
권기환,DBPIA,과학기술정책연구원
권남호,DBPIA,
권도경,DBPIA,서울대학교
권동승,DBPIA,한국전자통신연구원
권동현,DBPIA,한국정보통신기술협회
권미란,SCIENCEON,나사렛대학교 아동학과
권미란,KCI,나사렛대학교
권미란,DBPIA,나사렛대학교 아동학과
권보원,DBPIA,대전지방법원
권상집,DBPIA,동국대학교 상경대학 경영학부
권선아,NTIS,숙명여자대학교
권성철,DBPIA,한전 정보기술처 경인지사
권성훈,DBPIA,서울대학교
권소영,DBPIA,한국여성정책연구원
권순국,DBPIA,경북대학교 경제통상학부
권순동,SCIENCEON,충북대학교 경영정보학과
권순동,KCI,충북대학교
권순동,DBPIA,충북대학교 경영정보학과
권순동,DBPIA,대한경영정보학회
권순만,DBPIA,
권순민,DBPIA,한국도로공사 도로교통연구원
권순희,DBPIA,이화여자대학교 사범대학 국어교육과
권승수,DBPIA,
권영상,DBPIA,서울대학교 건설환경공학부
권오란,DBPIA,이화여자대학교 식품영양학과
권오현,DBPIA,한국독어독문학교육학회
권오훈,SCIENCEON,Department of MIS at Dongguk University Seoul Campus
권오훈,KCI,LG CNS 보안기술전략팀
권오훈,KCI,차앤권 법률사무소
권오훈,KCI,법무법인 오킴스
권오훈,DBPIA,동국대학교 국제정보대학원
권오훈,DBPIA,건국대학교 법학연구소
권용수,KCI,동지사대학교
권재웅,DBPIA,한림대학교 미디어커뮤니케이션학부 디지털미디어콘텐츠
권재원,DBPIA,성원중
권재현,DBPIA,서울시립대학교 Dept. of Geoinformatics
권정혁,NTIS,한림대학교
권지현,DBPIA,일본 와세다대학 지적재산법제연구소
권지혜,DBPIA,한국형사정책연구원
권지훈,DBPIA,한양대학교 건축대학원
권창규,KCI,포항공과대학교
권태경,SCIENCEON,연세대학교 정보보호연구실
권태경,KCI,연세대학교
권태경,DBPIA,서울대학교 컴퓨터공학부
권태경,DBPIA,연세대학교 정보대학원 정보보호연구실
권태우,DBPIA,한국교통연구원
권태욱,DBPIA,국방대학교 컴퓨터공학과
권태현,DBPIA,
권평오,DBPIA,KOTRA
권하진,DBPIA,서울여자대학교 패션산업학과
권한용,KCI,동아대학교
권헌영,SCIENCEON,고려대학교 정보보호대학원
권헌영,KCI,고려대학교 정보보호대학원 교수
권헌영,KCI,고려대학교
권헌영,DBPIA,고려대학교 정보보호대학원
권혁,DBPIA,부산대학교 법학전문대학원
권혁기,DBPIA,숙명여대 일본학과
권혁삼,DBPIA,토지주택연구원
권혁인,SCIENCEON,중앙대학교 경영경제대학
권혁인,KCI,중앙대학교
권혁인,DBPIA,
권혁인,DBPIA,
권혁준,SCIENCEON,Department of Economics and Finance; Soonchunhyang University
권혁준,KCI,순천향대학교
권혁준,DBPIA,순천향대학교 IT금융경영학과
권혁진,DBPIA,국방부
권혁철,DBPIA,국민대 정치대학원
권희용,DBPIA,안양대학교 컴퓨터공학과
권희윤,DBPIA,로드아일랜드대학교
금민,DBPIA,좌파
금성민,DBPIA,한라대학교 기계자동차공학부
금영정,KCI,서울과학기술대학교
금영정,DBPIA,서울과학기술대학교 글로벌융합산업공학과
기석도,DBPIA,
기여운,KCI,연세대학교
기정훈,DBPIA,명지대학교 행정학과
기현균,DBPIA,서울연구원 교통시스템연구실
길준민,SCIENCEON,대구가톨릭대학교 컴퓨터소프트웨어학부
길준민,KCI,대구가톨릭대학교
길준민,DBPIA,한국정보처리학회
김가은,DBPIA,과학기술정책연구원 혁신성장정책연구본부
김갑성,DBPIA,연세대학교 도시공학과
김강,DBPIA,예술과도시사회연구소
김강기명,DBPIA,진보평론
김강녕,DBPIA,조화정치연구원
김강립,NTIS,연세대학교
김강석,DBPIA,아주대학교 데이터사이언스학과
김강원,DBPIA,중앙대학교
김강현,DBPIA,서울시정개발연구원 미래사회연구실
김개천,DBPIA,국민대학교 테크노디자인전문대학원 라이프스타일디자인학과
김걸,DBPIA,한국교원대학교
김경규,DBPIA,성신여자대학교 교양대학
김경기,DBPIA,대구대학교 전자공학과
김경배,DBPIA,서원대학교 융합보안학과
김경석,DBPIA,Chungbuk National University 전기전자컴퓨터공학과
김경석,DBPIA,원광대학교 토목환경공학과
김경수,DBPIA,영광 IT정책전문대학원
김경수,DBPIA,전남대학교 문화전문대학원
김경아,DBPIA,중견기업연구원
김경주,NTIS,중앙대학교
김경주,DBPIA,로드키네마틱스 사회기반시스템공학부
김경진,KCI,성신여자대학교
김경진,NTIS,성신여자대학교
김경진,DBPIA,쏠리드윈텍 연구소
김경택,DBPIA,
김경표,DBPIA,한국전자통신연구원
김경필,DBPIA,고려대학교 사회학과
김경홍,DBPIA,
김경화,DBPIA,서울과학기술대학교 전기정보공학과
김경환,KCI,성균관대학교
김경훈,KCI,정보통신정책연구원
김경훈,DBPIA,한국법정책학회
김관식,KCI,한남대학교
김관식,NTIS,한남대학교
김관식,DBPIA,한남대학교 과학기술법연구원
김광범,NTIS,연세대학교 산학협력단
김광섭,DBPIA,포항공과대학교
김광수,NTIS,서강대학교 산학협력단
김광수,DBPIA,Hankuk University of Foreign Studies Institute of African Studies
김광순,DBPIA,연세대학교 전기전자공학과
김광용,SCIENCEON,숭실대학교 경영학부
김광용,KCI,숭실대학교
김광용,DBPIA,
김광용,DBPIA,숭실대학교
김광웅,DBPIA,서울대학교
김광현,DBPIA,서울대학교 건축학과
김광훈,NTIS,경기대학교
김광훈,DBPIA,순천향대학교 컴퓨터과학과
김교범,DBPIA,Incheon National University 생명공학부 부교수
김교선,DBPIA,인천대학교 전자공학과
김귀순,DBPIA,
김귀훈,DBPIA,
김규용,DBPIA,
김규원,DBPIA,충북연구원 사회통합연구부
김규진,KCI,연세대학교
김근아,DBPIA,한국관광연구학회
김근영,DBPIA,강남대학교 부동산건설학부
김근형,SCIENCEON,제주대학교 경영정보학과
김근형,SCIENCEON,동의대학교 게임공학전공
김근형,KCI,제주대학교
김근형,KCI,동의대학교
김근형,NTIS,동의대학교
김근형,DBPIA,동의대학교 게임애니메이션 공학
김근혜,DBPIA,한국국제대학교 유아교육과
김기범,DBPIA,
김기범,DBPIA,Kumoh National Institute of Technology 기계공학과
김기범,DBPIA,동아대학교 법학연구소
김기범,DBPIA,경찰대학 경찰학과
김기승,KCI,전주비전대학교
김기승,DBPIA,
김기영,SCIENCEON,고성능컴퓨팅연구그룹
김기영,SCIENCEON,한국전자통신연구원
김기영,KCI,한국전자통신연구원
김기영,DBPIA,
김기영,DBPIA,줄라마코리아
김기주,SCIENCEON,계명대학교 타불라라사 칼리지
김기주,KCI,계명대학교
김기천,SCIENCEON,건국대학교
김기천,KCI,건국대학교
김기천,NTIS,건국대학교산학협력단
김기천,DBPIA,건국대학교 컴퓨터정보통신공학과
김기택,KCI,중앙대학교
김기택,DBPIA,한국예술교육학회
김기형,KCI,아주대학교
김기형,NTIS,아주대학교
김기형,DBPIA,아주대학교 사이버보안학과
김기형,DBPIA,
김기홍,DBPIA,GCIC
김기흥,KCI,경기대학교
김기흥,DBPIA,
김길선,DBPIA,서강대학교 경영전문대학원
김길희,DBPIA,공주대학교 건축공학과
김나리,DBPIA,한국농촌경제연구원
김나혜,DBPIA,경희대학교 태권도학과
김나혜,DBPIA,Kangwon National University Dept of Advanced Materials Engineering
김낙환,NTIS,고려대학교 안암병원
김남곤,DBPIA,금오공과대학교 미래융합연구본부
김남균,DBPIA,한전KPS주식회사 원자력정비기술센터 RAF팀
김남기,KCI,경기대학교
김남우,DBPIA,건국대학교 유비쿼터스 IT 학과
김남욱,KCI,송원대학교
김남일,DBPIA,에너지경제연구원
김남일,DBPIA,아시아문화네트워크
김남조,DBPIA,
김단비,DBPIA,과학기술정책연구원 물리학과
김대근,DBPIA,한국형사정책연구원
김대년,DBPIA,Kyeongbuk Institute of IT Convergence Industry Technology Graduate School of Electrical Engineering
김대수,DBPIA,동양철학연구회
김대엽,KCI,수원대학교
김대엽,DBPIA,서울대학교 국제대학원
김대엽,DBPIA,수원대학교 정보보호학과
김대영,NTIS,한국과학기술원
김대인,DBPIA,이화여자대학교 법학전문대학원
김대중,DBPIA,인스텍
김대중,DBPIA,한국정보통신기술협회 표준화본부
김대현,DBPIA,한화에어로스페이스 항공기계사업부 항공기계연구소
김대호,DBPIA,인하대학교 언론정보학과
김대환,DBPIA,전자부품연구원 에너지IT융합연구센터
김대희,NTIS,순천향대학교
김덕수,DBPIA,펜타시큐리티시스템 보안기술연구소
김덕준,DBPIA,성균관대학교 화학공학/고분자공학부
김덕현,DBPIA,LIG Nex1 PGM Tech R&D Lab
김덕환,NTIS,인하대학교
김도경,KCI,단국대학교
김도관,DBPIA,부산연구원
김도규,KCI,성결대학교
김도년,KCI,성균관대학교
김도연,DBPIA,중앙대학교 대학원 무역물류학과
김도영,KCI,한국건설기술연구원
김도영,DBPIA,연세대학교 전기전자공학과
김도헌,DBPIA,진주교육대학교 교육학과
김도현,SCIENCEON,Dept. of Computer Engineering; Jeju National University
김도현,NTIS,제주대학교
김도현,DBPIA,창비
김도현,DBPIA,제주대학교 컴퓨터공학과
김도훈,DBPIA,경희대학교 경영학과
김도훈,DBPIA,목원대학교 융합컴퓨터미디어학부
김도희,DBPIA,울산대학교 정책대학원
김동균,DBPIA,경기대학교 지식정보서비스대학 무역학과
김동명,DBPIA,Probiomimetic Research Center
김동민,SCIENCEON,동신대학교 에너지융합대학 전기공학부
김동민,KCI,동신대학교
김동민,KCI,상명대학교
김동민,DBPIA,한경대 지적재산권학과
김동민,DBPIA,동신대학교
김동성,DBPIA,
김동성,DBPIA,
김동성,DBPIA,한양대학교 일반대학원 경영학과
김동수,SCIENCEON,Department of Industrial and Information System Engineering; Soongsil University
김동수,KCI,숭실대학교
김동수,DBPIA,피어선기념성경연구원 신약학
김동식,DBPIA,한국외국어대학교
김동영,DBPIA,안동대학교 물리학과
김동오,SCIENCEON,큐브시스템
김동욱,DBPIA,광운대학교 전자재료공학과
김동원,DBPIA,전국언론노동조합 정책국
김동준,DBPIA,한국교통연구원
김동철,SCIENCEON,평택대학교 컴퓨터학과
김동철,KCI,평택대학교
김동춘,NTIS,중부대학교
김동현,DBPIA,국방과학연구소 화학공학과
김동호,DBPIA,graphblockchain limited
김동호,DBPIA,서울과학기술대학교
김동호,DBPIA,한국정보통신기술협회
김동환,KCI,한국외국어대학교
김동희,DBPIA,Chonnam National University Department of Electrical Engineering
김동희,DBPIA,대전대학교 한의과대학
김두연,KCI,건양대학교
김두원,KCI,중앙대학교
김두원,DBPIA,한국형사정책연구원
김두진,KCI,부경대학교
김두진,DBPIA,부경대학교 법학과
김두환,DBPIA,교토대학교
김두환,DBPIA,한경대 법학과
김만진,DBPIA,과학기술정책연구원
김명섭,KCI,고려대학교
김명수,DBPIA,비판사회학회 Advanced Energy System Laboratory
김명숙,DBPIA,한밭대학교 창업경영대학원 창업학과
김명순,DBPIA,과학기술정책연구원 혁신시스템연구본부
김명식,DBPIA,한국토지주택공사 토지주택연구원
김명웅,NTIS,인하대학교
김명주,SCIENCEON,서울여자대학교 정보보호학과
김명현,DBPIA,한국교통연구원 항공교통본부
김명현,DBPIA,한국표준과학연구원 물리표준본부 역학표준센터
김명호,SCIENCEON,숭실대학교 소프트웨어학부
김명호,SCIENCEON,한국식품안전관리인증원 연구개발실
김명호,SCIENCEON,숭실대학교 소프트웨어학과
김명호,KCI,숭실대학교
김명호,DBPIA,Soongsil University The New Technology R&D Center
김명호,DBPIA,
김명호,DBPIA,
김명희,DBPIA,서강대
김무림,DBPIA,Korea Institute of Robot and Convergence Disaster Robotics R&D Center
김무철,NTIS,중앙대학교 산학협력단
김문겸,NTIS,중앙대학교
김문덕,DBPIA,건국대학교 실내디자인학과
김문욱,DBPIA,
김미경,DBPIA,충북대학교 주거환경학과
김미연,DBPIA,순천향대학교 융합서비스보안학과
김미영,DBPIA,부산발전연구원
김미영,DBPIA,경남정보대학교 간호학과
김미옥,DBPIA,전북대학교 사회복지학과
김미옥,DBPIA,Rural Development Administration 농업빅데이터일자리팀
김미현,DBPIA,중앙대 겸임교수
김미혜,DBPIA,Ministry of Food and Drug Safety 식품의약품안전평가원 첨가물포장과
김미희,SCIENCEON,한경대학교 컴퓨터응용수학부
김미희,SCIENCEON,국립한경대학교 컴퓨터시스템연구소
김미희,KCI,한경대학교
김민걸,NTIS,전북대학교산학협력단
김민경,DBPIA,소노엠 Department of Research&Development Center
김민규,DBPIA,국민대학교 컴퓨터공학과
김민수,SCIENCEON,경기대학교 융합보안학과
김민수,NTIS,대구경북과학기술원
김민수,NTIS,한국과학기술원
김민수,DBPIA,중부대학교 정보보호학과
김민영,KCI,동의대학교
김민욱,DBPIA,한국방위산업진흥회
김민재,KCI,성균관대학교 무역연구소
김민재,DBPIA,
김민정,DBPIA,부경대학교 응용화학과
김민정,DBPIA,한양사이버대학교 디자인학부
김민준,DBPIA,휴먼교통연구실 휴먼교통연구실
김민지,SCIENCEON,인하공업전문대학 컴퓨터정보과
김민지,DBPIA,신라대학교 컴퓨터공학과
김민지,DBPIA,코레일관광개발 관광레저본부
김민형,DBPIA,한국건설산업연구원
김민호,DBPIA,에드워드 코리아(주) 글로벌 설계품질팀
김민환,DBPIA,한국원자력연구원
김민희,DBPIA,위스콘신대학교 영어학과 강사 및 글쓰기 센터
김방룡,DBPIA,한국전자통신연구원
김배정,KCI,계명대학교
김배정,DBPIA,고려대학교 법학연구원
김범식,DBPIA,서울연구원 시민경제연구실
김범준,KCI,단국대학교
김범준,DBPIA,한국과학기술원
김범준,DBPIA,가톨릭대학교 경영학부 회계학
김범준,DBPIA,한국과학기술원
김범준,DBPIA,
김병관,KCI,어니스트벤처
김병규,DBPIA,부산대학교
김병근,DBPIA,한국기술교육대학교 산업경영학부
김병목,DBPIA,KISTEP
김병서,KCI,홍익대학교
김병서,NTIS,홍익대학교(세종캠퍼스)
김병서,DBPIA,홍익대학교 전자전산공학과
김병수,DBPIA,경북대학교 공과대학 토목공학과
김병수,DBPIA,UNIST
김병수,DBPIA,충남대학교 방사선의학연구소
김병연,KCI,건국대학교
김병연,DBPIA,건국대학교 법학연구소
김병완,DBPIA,서원대학교 멀티미디어학과
김병욱,SCIENCEON,동국대학교 경주캠퍼스 컴퓨터공학과
김병운,KCI,과학기술연합대학원대학교
김병윤,KCI,유럽 동반성장 연구회(I-DREAM)
김병윤,DBPIA,
김병일,KCI,한양대학교
김병일,KCI,강남대학교
김병일,DBPIA,#NAME?
김병일,DBPIA,강남대학교 경제세무학과
김병일,DBPIA,
김병조,SCIENCEON,한국해양수산개발원
김병조,KCI,한국해양수산개발원
김병조,DBPIA,한국해양수산개발원
김병초,KCI,한국외국어대학교
김보람,KCI,한국해양수산개발원
김보람,DBPIA,
김보은,DBPIA,충청북도 재난안전연구센터 충북재난안전연구센터
김보현,DBPIA,과학기술정책연구원
김봉국,DBPIA,전남대학교 호남학연구원
김봉수,DBPIA,이화여자대학교
김봉철,DBPIA,한국외국어대학교 국제학부
김부영,DBPIA,한국농촌경제연구원
김삼택,KCI,우송대학교
김삼택,DBPIA,한국융합학회
김상균,SCIENCEON,명지대학교
김상균,SCIENCEON,명지대학교 융합소프트웨어학부
김상균,KCI,명지대학교
김상균,NTIS,명지대학교산학협력단
김상균,NTIS,강원대학교
김상균,DBPIA,강원대학교 산업공학
김상균,DBPIA,명지대학교
김상균,DBPIA,서울연구원 안전환경연구실
김상근,KCI,성결대학교
김상근,DBPIA,성결대학교 컴퓨터공학부
김상대,DBPIA,고려대 건축사회환경공학부
김상덕,DBPIA,경남대학교 경영학부
김상민,DBPIA,서울대학교 미학과
김상배,DBPIA,서울대학교
김상범,NTIS,동국대학교
김상범,DBPIA,동국대학교 건설환경공학과
김상범,DBPIA,이화다이아몬드공업 기술연구소
김상수,DBPIA,
김상연,DBPIA,한국기술교육대학교 인터랙션 랩
김상오,KCI,상명대학교
김상오,DBPIA,
김상욱,DBPIA,아주대학교 분자과학기술학과
김상욱,DBPIA,한국과학기술원
김상원,KCI,인하대학교
김상율,DBPIA,KAIST
김상조,DBPIA,한성대
김상진,KCI,세명대학교
김상진,DBPIA,
김상표,DBPIA,경남과학기술대학교 경영학과
김상호,NTIS,경북대학교
김상훈,DBPIA,KT 인프라연구소 5G TF
김서영,DBPIA,한국과학기술연구원
김석관,DBPIA,과학기술정책연구원
김석영,DBPIA,건국대학교 실내디자인
김석윤,SCIENCEON,숭실대학교 컴퓨터학과
김석윤,KCI,숭실대학교
김석윤,DBPIA,Soongsil University Dept. of Computer Science and Engineering
김석정,DBPIA,
김석찬,DBPIA,부산대학교 전자공학과
김석태,DBPIA,경북대학교 행정학부
김석태,DBPIA,경북대학교
김선겸,DBPIA,한국과학기술정보연구원 정보서비스실
김선국,SCIENCEON,경희대학교 건축공학과
김선도,DBPIA,
김선명,DBPIA,순천대학교 행정학과
김선미,SCIENCEON,네트워크연구본부
김선영,DBPIA,순천대학교 패션디자인학과
김선영,DBPIA,예술경영지원센터 공연예술학과
김선용,DBPIA,건국대학교
김선우,DBPIA,고려대학교 School of Advanced Materials Science & Engineering
김선우,DBPIA,과학기술정책연구원 혁신기업연구단
김선재,KCI,국방대학교
김선진,DBPIA,한국전자통신연구원 자가학습지능화데이터연구실
김선태,DBPIA,Chonbuk National University
김선협,NTIS,백석대학교
김선호,DBPIA,
김선호,DBPIA,
김선화,DBPIA,한국가족기업연구소
김성걸,DBPIA,Seoul National University of Science and Technology 기게시스템디자인공학과
김성국,KCI,한국해양대학교
김성국,NTIS,목포해양대학교
김성국,DBPIA,부산대학교 사회학과
김성규,KCI,영남대학교
김성규,DBPIA,한국형사정책연구원
김성규,DBPIA,서울대학교 아시아연구소
김성규,DBPIA,사단법인 한국교수불자연합회
김성돈,DBPIA,성균관대학교 법학전문대학원
김성락,DBPIA,관동대학교 컴퓨터공학과
김성백,DBPIA,제주대학교 컴퓨터교육과
김성수,KCI,경운대학교
김성수,DBPIA,경운대학교 모바일공학과
김성수,DBPIA,강원대학교 화학공학과
김성식,DBPIA,한국교원대학교 컴퓨터교육과
김성아,NTIS,성균관대학교산학협력단
김성아,DBPIA,한서대학교 항공운항관리학과
김성아,DBPIA,성균관대 건축학과
김성애,DBPIA,운암중학교 Department of SmartIT
김성영,DBPIA,금오공과대학교 컴퓨터공학과
김성옥,DBPIA,정보통신정책연구원
김성원,DBPIA,앰엔앰네트웍스
김성주,DBPIA,엘에스오토모티브테크놀로지스 Global R&D Center
김성중,KCI,익산학연구소
김성중,DBPIA,
김성진,KCI,한국수출입은행
김성진,DBPIA,
김성찬,DBPIA,전북대학교 Research Data Platform Center
김성천,DBPIA,한국소비자원
김성철,DBPIA,우송대학교 일반대학원 철도공학과
김성헌,DBPIA,서울기술연구원
김성현,DBPIA,한국국제협력단
