윤동환,SCIENCEON,한밭대학교 기계공학과
정슬,SCIENCEON,충남대학교 메카트로닉스공학과
이우송,SCIENCEON,성산암데코
김성신,SCIENCEON,부산대학교 전기전자컴퓨터공학과
홍상진,SCIENCEON,뉴욕주립대학교 전자공학과
김현태,SCIENCEON,한밭대학교 전자제어공학과
박정민,SCIENCEON,한국산업기술대학교 컴퓨터공학과
권상주,SCIENCEON,한국항공대학교 항공우주기계공학부
정명진,SCIENCEON,Dept. of Mechatronics Engineering; Korea Polytechnic University
이장명,SCIENCEON,부산대학교 전기전자공학부
정회경,SCIENCEON,Department of Computer Engineering; Paichai University
최호림,SCIENCEON,동아대학교 전기공학과
서범주,SCIENCEON,홍익대학교 일반대학원 게임학부
박인만,SCIENCEON,(주)인템
김태관,SCIENCEON,(주)티엔지
박준구,SCIENCEON,경북대학교 전자공학부
김영식,SCIENCEON,한밭대학교 기계공학부
정종대,SCIENCEON,School of Electrical; Electronics and Communication Engineering; Korea University of Technology and Education
이준환,SCIENCEON,극동대학교 스마트모바일학과
정광욱,SCIENCEON,구미1대학 정보통신공학과; (주)맨엔텔
원문철,SCIENCEON,충남대학교 메카트로닉스 공학과
홍현기,SCIENCEON,중앙대학교 첨단영상대학원 영상학과
이상문,SCIENCEON,Kyungpook National University
이장명,SCIENCEON,부산대학교 전자전기공학과
박준구,SCIENCEON,경북대학교 전자공학과
차보남,SCIENCEON,두산인프라코어(주)
조재수,SCIENCEON,한국기술교육대학교 컴퓨터공학부
이상용,SCIENCEON,경남대학교 컴퓨터공학과
박형배,SCIENCEON,경기과학기술대학교 자동차과
강언욱,SCIENCEON,유비트론
이강희,SCIENCEON,숭실대학교 글로벌미디어학부
백승학,SCIENCEON,두산중공업
한성현,SCIENCEON,경남대학교 기계공학부
정길도,SCIENCEON,전북대학교 전자공학부
정석태,SCIENCEON,Department of Computer Engineering; Wonkwang University
이장명,SCIENCEON,부산대학교 전자전기공학부
이장명,SCIENCEON,부산대학교 전자공학과
이수용,SCIENCEON,홍익대학교 기계시스템디자인공학과
한성익,SCIENCEON,Mechanical Engineering; Pusan National University
이동현,SCIENCEON,금오공과대학교 IT 융복합공학과
정회경,SCIENCEON,배재대학교
이도훈,SCIENCEON,부산대학교 정보컴퓨터공학부
황재문,SCIENCEON,강동대학교 보건의료행정과
강성철,SCIENCEON,한국과학기술연구원 바이오닉스연구단
배재형,SCIENCEON,서울시립대학교 전자전기컴퓨터공학과
Lee, Sangmoon,SCIENCEON,School of Electronic Engineering; Kyungpook National University
조성현,SCIENCEON,홍익대학교 게임학부 게임소프트웨어전공
이원창,SCIENCEON,부경대학교 전자공학과
최영규,SCIENCEON,Department of Electrical Engineering; Pusan National University
권오석,SCIENCEON,충남대학교 컴퓨터공학과
차보남,KCI,(주)두산인프라코어
유인환,KCI,대구교육대학교
이원창,KCI,부경대학교
박형배,KCI,경기과학기술대학교
권오성,KCI,연세대학교
이장명,KCI,부산대학교
송재복,KCI,고려대학교
최영규,KCI,부산대학교
정석태,KCI,원광대학교
홍현기,KCI,중앙대학교
유성구,KCI,서남대학교
김성신,KCI,부산대학교
한성익,KCI,부산대학교
정종대,KCI,한국기술교육대학교
이상용,KCI,경남대학교
정광욱,KCI,(주)맨엔텔
정길도,KCI,전북대학교
서범주,KCI,홍익대학교
이상문,KCI,경북대학교
이충훈,KCI,세종대학교
권오석,KCI,충남대학교
손정우,KCI,금오공과대학교
김현태,KCI,한밭대학교
배재형,KCI,서울시립대학교
정회경,KCI,배재대학교
박정민,KCI,한국산업기술대학교
정명진,KCI,한국산업기술대학교
한성현,KCI,경남대학교
윤동환,KCI,한밭대학교
김영식,KCI,한밭대학교
이동현,KCI,금오공과대학교
조세형,KCI,선문대학교
유철중,KCI,전북대학교
원문철,KCI,충남대학교
최호림,KCI,동아대학교
