강경태,NTIS,한양대학교 에리카산학협력단
강경표,DBPIA,한국교통연구원 국정교통연구본부
강남우,DBPIA,한국과학기술원
강다연,KCI,동아대학교
강달천,DBPIA,중앙법학회
강대균,SCIENCEON,서울대학교 협동과정 농림기상학
강대균,KCI,서울대학교
강동수,DBPIA,국방대학교 컴퓨터공학/사이버전전공
강동재,DBPIA,한국전자통신연구원 클라우드컴퓨팅연구그룹
강두봉,DBPIA,부산교육대학교 SWEET사업단
강명주,DBPIA,넥타르소프트
강민규,DBPIA,서울시립대학교 도시행정학과
강민제,DBPIA,제주대학교
강병관,NTIS,주식회사 워너버스이노베이션
강병훈,NTIS,한국과학기술원
강석규,DBPIA,한국정보통신기술협회@tta.or.kr
강선무,DBPIA,Kyung Hee University 컴퓨터공학과
강송희,DBPIA,한양대학교 디자인대학 시각디자인학과
강수용,NTIS,한양대학교
강수용,DBPIA,한양대학교 컴퓨터소프트웨어학과
강순주,NTIS,경북대학교
강승우,NTIS,한국기술교육대학교
강승택,DBPIA,인천대학교 정보통신공학과
강우철,NTIS,인천대학교
강윤희,DBPIA,백석대학교 정보통신학부
강재우,NTIS,고려대학교
강정인,DBPIA,서강대학교
강지훈,KCI,고려대학교
강진규,NTIS,명지대학교
강충구,NTIS,고려대학교
강태구,KCI,건양사이버대학교
강태욱,DBPIA,한양대학교 일반대학원 경영학과
강필성,NTIS,선문대학교
강현철,KCI,한국지질자원연구원
강형구,DBPIA,한양대학교 경영대학
강환철,DBPIA,서울대학교
강희경,DBPIA,부산대학교 경영학과
경연웅,KCI,한신대학교
경연웅,DBPIA,
계동민,DBPIA,한국교통연구원 물류연구본부
고경일,DBPIA,지농
고광만,NTIS,상지대학교
고대식,DBPIA,목원대학교 전자공학과
고민정,DBPIA,성균관대학교 경영학과
고석주,DBPIA,경북대학교 컴퓨터공학부
고세린,DBPIA,삼성 리서치
고승철,DBPIA,수원대학교
고영명,NTIS,포항공과대학교
고영배,NTIS,아주대학교
고영배,DBPIA,Ajou University Dept. of Computer Engineering
고영준,DBPIA,서울과학기술대학교 디자인학과
고영희,DBPIA,서울과학종합대학원
고윤민,NTIS,한동대학교
고인영,NTIS,한국과학기술원
고인영,DBPIA,한국과학기술원 전산학부
고정길,NTIS,연세대학교
고종국,DBPIA,한국전자통신연구원 SW·콘텐츠연구소
곽기현,DBPIA,한국혁신학회
곽동철,DBPIA,서울대학교 국제대학원 국제통상전략센터
곽수영,DBPIA,계명문화대학교 전자제어공학과
곽재성,DBPIA,Kyung Hee University Graduate School of Pan-Pacific International Studies
곽정호,NTIS,대구경북과학기술원
곽정호,NTIS,대구대학교
곽진,SCIENCEON,아주대학교 사이버보안학과
곽창렬,DBPIA,한국외국어대학교 일반대학원 법학과
곽춘종,NTIS,부산대학교
구갑우,DBPIA,북한대학원대학교
구동영,NTIS,한성대학교
구동영,DBPIA,한성대학교 기계전자공학부
구민석,NTIS,인천대학교
구원본,SCIENCEON,이노그리드 클라우드컴퓨팅연구센터
구윤모,DBPIA,
구인수,NTIS,울산대학교
구자환,NTIS,성균관대학교(자연과학캠퍼스)
구철모,DBPIA,경희대학교 컨벤션경영학과
권건보,KCI,아주대학교
권광현,DBPIA,창원대학교 회계학과
권기석,DBPIA,한밭대학교 공공행정학과
권남호,DBPIA,
권동현,DBPIA,한국정보통신기술협회
권문상,DBPIA,웨스트민스터신학대학원대학교
권상집,DBPIA,동국대학교 상경대학 경영학부
권선아,DBPIA,숙명여자대학교 기초교양학부
권숙진,KCI,호원대학교
권숙진,DBPIA,숭실대학교 영재교육연구소
권승수,DBPIA,
권양섭,DBPIA,군산대학교 법학과
권영우,NTIS,경북대학교
권영진,DBPIA,한국교육학술정보원
권오영,DBPIA,한국기술교육대학교 School of Computer Science and Engineering
권지현,DBPIA,일본 와세다대학 지적재산법제연구소
권태경,NTIS,서울대학교 산학협력단
권태경,DBPIA,서울대학교 컴퓨터공학부
권태욱,DBPIA,국방대학교 컴퓨터공학과
권헌영,KCI,고려대학교
권헌영,DBPIA,고려대학교 정보보호대학원
권헌영,DBPIA,고려대학교 정보보호대학원
권혁찬,DBPIA,한국전자통신연구원 정보보호연구본부
권현,SCIENCEON,육군사관학교 전자공학과
권현,KCI,육군사관학교
권현,DBPIA,KAIST 전산학과
권혜섭,DBPIA,프론티스 ICT융복합기술연구소
권혜정,KCI,숭실대학교
권혜정,DBPIA,
금승우,SCIENCEON,전자부품연구원
길준민,SCIENCEON,대구가톨릭대학교 IT공학부
길준민,SCIENCEON,대구가톨릭대학교 컴퓨터소프트웨어학부
길준민,KCI,대구가톨릭대학교
길준민,NTIS,대구가톨릭대학교
길현영,NTIS,한국항공대학교
길현영,DBPIA,Korea Aerospace University Dept. of Software
김가은,DBPIA,과학기술정책연구원 혁신성장정책연구본부
김강석,SCIENCEON,아주대학교 사이버보안학과
김강석,KCI,아주대학교
김강석,DBPIA,아주대학교 데이터사이언스학과
김강석,DBPIA,한국정보처리학회
김강철,KCI,전남대학교
김강현,DBPIA,경기대학교 건축공학과
김강호,DBPIA,한국전자통신연구원
김강희,NTIS,숭실대학교
김강희,DBPIA,숭실대학교 스마트시스템소프트웨어학과
김건우,DBPIA,광운대학교 정보통신공학과
김경민,DBPIA,서울대 환경대학원
김경배,DBPIA,서원대학교 융합보안학과
김경백,DBPIA,전남대학과 전자컴퓨터공학대학원
김경숙,DBPIA,한양대학교 서피스·인테리어디자인학과
김경인,DBPIA,
김경일,SCIENCEON,한국교통대학교 융합경영전공
김경일,KCI,한국교통대학교
김경호,DBPIA,방위사업청 지상지휘통제체계사업팀
김광기,DBPIA,Gachon University College of Medicine Dept. of Biomedical Eng.
김광남,DBPIA,
김광수,NTIS,성균관대학교 산학협력단
김광순,DBPIA,연세대학교 전기전자공학과
김광용,KCI,숭실대학교
김광용,DBPIA,숭실대학교
김귀훈,DBPIA,한국전자통신연구원 지능형IoE네트워크연구실
김규영,NTIS,고려대학교
김규태,KCI,계명대학교
김근형,NTIS,동의대학교
김기성,KCI,대구가톨릭대학교
김기성,DBPIA,고려대학교 한국사학과
김기영,DBPIA,서일대학교 소프트웨어공학과
김기웅,DBPIA,중소기업연구원
김기천,NTIS,건국대학교
김기천,DBPIA,건국대학교 컴퓨터정보통신공학과
김기형,DBPIA,아주대학교 사이버보안학과
김길선,DBPIA,서강대학교 경영전문대학원
김나현,DBPIA,중국인민대학교 경제법
김남규,DBPIA,한국과학기술정보연구원
김단비,DBPIA,과학기술정책연구원 물리학과
김대겸,KCI,한국생명공학연구원
김대영,NTIS,한국과학기술원
김대영,NTIS,순천향대학교
김대영,DBPIA,Daegu Catholic University School of Information Technology Engineering
김대원,NTIS,중앙대학교
김대원,DBPIA,
김대중,DBPIA,한국정보통신기술협회 표준화본부
김대훈,DBPIA,서울과학기술대학교 기계 · 자동차공학과
김덕환,NTIS,인하대학교 산학협력단
김덕환,NTIS,인하대학교
